ID;Hora_de_inicio;Hora_de_finalizacion;Correo_electronico;Usted_nacio_entre;Sexo;Sede__0;Usted_labora_en_la_sucursal_Barranquilla_en;Usted_labora_en_la_sucursal_Bogotá_en;Usted_ingreso_a_trabajar_en_West_Army_Security_Ltda_en_el_ano;Nivel_academico_alcanzado_hasta_ahora;Estado_civil;Tiene_hijos;Es_usted;Cargo_por_favor_escriba_su_respuesta;En_mi_trabajo_me_siento_lleno_de_energia;Mi_trabajo_esta_lleno_de_significado_y_proposito;El_tiempo_vuela_cuando_estoy_trabajando;Soy_fuerte_y_vigoroso_en_mi_trabajo;Estoy_entusiasmado_con_mi_trabajo;Cuando_estoy_trabajando_olvido_todo_lo_que_pasa_alrededor_de_mi;Mi_trabajo_me_inspira;Cuando_me_levanto_por_las_mananas_tengo_ganas_de_ir_a_trabajar;Soy_feliz_cuando_estoy_concentrado_en_mi_trabajo;Estoy_orgulloso_del_trabajo_que_hago;Estoy_inmerso_en_mi_trabajo;Puedo_continuar_trabajando_durante_largos_periodos_de_tiempo;Mi_trabajo_es_retador;Me_dejo_llevar_por_mi_trabajo;Soy_muy_persistente_en_mi_trabajo;Me_es_dificil_desconectarme_de_mi_trabajo;Incluso_cuando_las_cosas_no_van_bien_continuo_trabajando;Poseo_las_herramientas_de_trabajo_necesarias_para_desarrollar_mi_trabajo;El_proceso_para_obtener_nuevas_herramientas_o_remplazar_las_existentes_es_facil_y_rapido;Tengo_puesto_de_trabajo_;Mi_puesto_de_trabajo_esta_en_adecuadas_condiciones;Tengo_claras_las_normas_de_seguridad_y_salud_en_el_trabajo;Hago_pausas_activas_diarias;Dimension_Ciclo_de_vida_del_colaborador_en_la_compania;Recibi_entrenamiento_al_cargo;Recibi_Induccion_de_la_empresa_(sistemas_de_gestion_vision_mision);He_recibido_capacitacion_que_fomente_mi_crecimiento_profesional;He_recibido_capacitacion_que_fomente_mi_crecimiento_personal;Se_con_claridad_que_debo_hacer_y_como_miden_mis_resultados;"Que_tan_importante_es_para_mi_que_la_empresa_mejore_en_la_forma_en_que_se_contrata_capacita_y_despide_el_personal
";Dimension_Salario_economico;Recibo_el_salario_de_forma_puntual_y_completo;Dimension_Expectativas_a_futuro;Dimension_Balance_vida-trabajo;La_compania_fomenta_el_equilibrio_entre_vida_personal_y_vida_familiar_;Dimension_Cultura;Muestro_un_sentimiento_de_orgullo_sobre_el_lugar_donde_trabajo;Recomiendo_a_otras_personas_sobre_las_vacantes_que_existen_en_esta_compania;La_empresa_donde_trabajo_tiene_buena_reputacion_en_el_sector;Que_tan_urgente_es_para_mi_que_la_compania_mejore_la_imagen_que_proyecta_hacia_el_sector_y_sus_colaboradores;Dimension_Mejoramiento_personal;La_empresa_se_preocupa_por_mi_como_persona;La_empresa_se_preocupa_por_mi_como_profesional;Dimension_Liderazgo;Tengo_una_buena_relacion_con_mi_jefe_o_supervisor;Mi_jefe_me_motiva_a_trabajar;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_bien;Mi_jefe_me_retroalimenta_cuando_hago_las_cosas_mal;Mi_jefe_es_un_lider_para_mi;Que_tan_urgente_es_para_mi_que_mejore_la_relacion_e_interrelacion_con_mi_jefe_inmediato;Recibo_toda_la_informacion_suficiente_para_realizar_bien_mi_trabajo;Las_instrucciones_que_recibo_de_mi_jefe_son_claras;Dimension_Percepcion_del_ambiente_de_trabajo;Percibo_un_buen_ambiente_laboral;Me_siento_conectado_con_mis_companeros_de_trabajo;Me_siento_conectado_con_otras_areas_de_la_compania;Percibo_que_aprovechan_mis_talentos_y_capacidades;Percibo_que_mi_salud_fisica_y_emocional_es_buena;Estoy_estresado_(a);Percibo_que_mi_salud_financiera_es_buena;La_compania_promueve_actividades_de_bienestar;He_participado_en_actividades_de_reconocimientos_a_empleados;De_1_a_5_evalua_el_clima_laboral_de_esta_organizacion_donde_1_mal_clima_y_5_buen_clima_laboral;Dimension_Comunicacion;La_alta_direccion_manifiesta_sus_objetivos_de_tal_forma_que_se_crea_un_sentido_comun_de_mision_identidad_y_proposito_entre_los_colaboradores;Recibo_noticias_de_la_organizacion;La_compania_me_informa_sobre_los_cambios_corporativos
331;5/21/24 15:18:44;5/21/24 15:36:46;anonymous;Generación X;Masculino;Ibagué;;;2023;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy urgente;Si;No;No;Si;No;No;No;Si;No;Muy urgente;Si;Si;Si;Si;Si;No;No;Si;No;Si;No;No;3;Si;No;No;No
332;5/21/24 15:37:04;5/21/24 15:48:10;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2020;Tecnico;Unión Libre;3;Operativo;Coordinador de Operaciones ;7;7;5;7;7;4;7;7;7;7;7;7;7;5;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
333;5/21/24 15:47:39;5/21/24 15:57:57;anonymous;Baby Boom;Masculino;Ibagué;;;2021;Bachiller;Casado (a);1;Operativo;Coordinador;7;5;5;7;7;6;6;6;6;7;6;7;6;6;6;6;6;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
334;5/21/24 15:36:55;5/21/24 16:05:59;anonymous;Generación Y (milenials);Masculino;Barranquilla;Santa Marta;;2023;Bachiller;Unión Libre;5 o mas;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;3;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;Si;5;Si;Si;Si;Si
335;5/21/24 16:22:32;5/21/24 16:30:09;anonymous;Generación Z;Masculino;Medellín;;;2024;Tecnico;Soltero (a);No;Operativo;Vigilante ;7;7;7;7;7;7;7;7;7;7;7;7;3;3;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;No;Si;Si;No;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;5;Si;Si;No;Si
336;5/21/24 16:29:42;5/21/24 16:43:49;anonymous;Generación Z;Masculino;Medellín;;;2024;Bachiller;Unión Libre;2;Operativo;Vigilante ;6;5;5;5;5;2;7;5;5;5;3;5;3;4;5;4;5;No;No;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
337;5/21/24 16:53:47;5/21/24 17:03:05;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2024;Tecnico;Unión Libre;1;Operativo;Guarda de seguridad;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
338;5/21/24 17:00:13;5/21/24 17:10:41;anonymous;Generación Y (milenials);Masculino;Cúcuta;;;2023;Bachiller;Casado (a);3;Operativo;Guarda de seguridad ;7;7;4;4;5;4;7;7;4;7;4;4;4;4;3;3;4;No;Si;Si;No;Si;Si;No;No;No;Si;Si;Si;Muy importante;No;No;Si;No;Si;Si;Si;Si;Si;Muy urgente;Si;No;No;Si;Si;Si;Si;Si;Si;Muy urgente;No;Si;Si;Si;Si;No;No;Si;No;No;Si;No;4;Si;Si;Si;Si
339;5/21/24 17:05:32;5/21/24 17:11:15;anonymous;Generación Z;Masculino;Medellín;;;2024;Tecnico;Soltero (a);4;Operativo;Vigilante ;6;6;6;6;6;6;6;6;6;6;6;7;7;6;6;6;6;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;No;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
340;5/21/24 16:51:15;5/21/24 17:13:12;anonymous;Generación X;Masculino;Bucaramanga;;;2020;Bachiller;Casado (a);2;Operativo;Supervisor ;7;7;7;7;7;7;7;7;7;7;7;4;7;7;4;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
341;5/21/24 17:02:51;5/21/24 17:21:22;anonymous;Generación Y (milenials);Masculino;Medellín;;;2018;Bachiller;Soltero (a);No;Operativo;Guarda ;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;No;No;No
342;5/21/24 17:16:24;5/21/24 17:24:55;anonymous;Generación Z;Masculino;Medellín;;;2021;Bachiller;Unión Libre;3;Administrativo;Guarda De SEGURIDAD ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;No;Si;Si;Si;Si;Muy urgente;Si;Si;No;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;No;Si;Si;5;No;Si;No;No
343;5/21/24 17:29:49;5/21/24 17:48:18;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Profesional;Soltero (a);2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;Si;Si;Si;5;Si;Si;Si;Si
344;5/21/24 17:48:49;5/21/24 17:59:33;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;5;7;6;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;Si;No;No
345;5/21/24 17:45:45;5/21/24 18:01:19;anonymous;Generación X;Masculino;Medellín;;;2020;Bachiller;Soltero (a);2;Operativo;Vigilante ;7;7;4;7;7;7;7;7;7;7;7;5;5;5;5;1;7;No;No;Si;No;Si;Si;No;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;No;Si;5;Si;Si;No;No
346;5/21/24 17:53:36;5/21/24 18:17:03;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2024;Bachiller;Unión Libre;1;Operativo;Vigilante ;7;7;7;7;7;4;7;7;7;7;7;7;7;7;7;4;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
347;5/21/24 18:02:52;5/21/24 18:18:28;anonymous;Generación X;Masculino;Ibagué;;;2017;Bachiller;Unión Libre;3;Operativo;Guarda;7;7;7;7;7;6;6;6;6;7;6;6;5;4;5;4;5;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;No;No;No;Si;No;Si;Si;Si;Poco urgente;Si;Si;No;Si;Si;Si;No;No;Si;Poco urgente;Si;Si;No;No;No;No;No;Si;No;Si;No;No;4;Si;Si;No;No
348;5/21/24 18:06:54;5/21/24 18:20:29;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Bachiller;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;1;7;7;1;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;No;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;No;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
349;5/21/24 18:38:45;5/21/24 19:09:46;anonymous;Generación Y (milenials);Masculino;Barranquilla;Monte Libano;;2023;Bachiller;Unión Libre;2;Operativo;Guarda Lider ;1;7;7;7;7;7;7;7;7;7;6;7;6;4;7;2;7;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;Si;Si;Si
350;5/21/24 19:11:23;5/21/24 19:20:20;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2023;Bachiller;Soltero (a);2;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;5;7;1;1;7;3;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;4;Si;Si;Si;Si
351;5/21/24 19:21:05;5/21/24 19:31:58;anonymous;Generación Z;Masculino;Bogotá;;;2023;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;6;6;6;7;7;7;5;6;6;6;6;6;6;4;5;4;6;No;No;Si;No;Si;Si;Si;No;No;No;No;Si;Muy importante;Si;Si;Si;No;No;No;Si;No;No;Muy urgente;No;No;No;No;No;No;No;No;No;Muy urgente;No;No;Si;Si;Si;No;No;Si;No;Si;No;No;3;Si;No;No;No
352;5/21/24 19:11:27;5/21/24 19:36:55;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2021;Bachiller;Unión Libre;No;Operativo;Seguridad privada ;7;7;6;7;7;1;7;7;7;7;7;7;7;6;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
353;5/21/24 19:29:24;5/21/24 19:40:21;anonymous;Generación Z;No binario;Ibagué;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
354;5/21/24 19:32:34;5/21/24 19:51:47;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2022;Tecnico;Unión Libre;2;Operativo;Guarda de seguridad ;7;7;7;7;7;3;7;7;5;7;3;6;3;2;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;No;5;Si;Si;Si;Si
355;5/21/24 19:32:44;5/21/24 19:52:48;anonymous;Generación X;Masculino;Bogotá;;;2014;Primaria;Unión Libre;2;Operativo;Guarda ;7;7;1;7;6;2;7;7;6;6;2;1;7;1;5;1;3;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
356;5/21/24 18:54:05;5/21/24 19:55:05;anonymous;Generación Z;Masculino;Ibagué;;;2022;Bachiller;Soltero (a);1;Operativo;Guarda de seguridad ;7;7;6;7;7;7;7;7;7;7;5;6;6;5;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
357;5/21/24 19:48:27;5/21/24 19:57:29;anonymous;Generación Z;Masculino;Ibagué;;;2021;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;2;1;7;6;5;5;6;6;6;7;1;1;6;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
358;5/21/24 20:13:39;5/21/24 20:26:39;anonymous;Generación Y (milenials);Masculino;Medellín;;;2023;Bachiller;Casado (a);1;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;1;1;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
359;5/21/24 19:57:42;5/21/24 20:31:34;anonymous;Generación X;Masculino;Bucaramanga;;;2022;Bachiller;Unión Libre;1;Operativo;Guarda de Seguridad ;7;7;4;7;7;1;7;7;7;7;7;7;7;4;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;No;Si;Si;No;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;No
360;5/21/24 20:59:25;5/21/24 21:16:20;anonymous;Generación Y (milenials);Masculino;Bogotá;;;2018;Bachiller;Unión Libre;1;Operativo;Guarda ;6;5;3;7;5;2;3;3;2;7;7;6;7;6;7;7;7;Si;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy importante;No;No;No;Si;No;Si;Si;Si;Si;Muy urgente;No;No;Si;Si;Si;No;No;Si;No;Muy urgente;Si;Si;Si;No;No;No;No;Si;Si;Si;Si;No;2;Si;No;Si;Si
361;5/21/24 21:09:53;5/21/24 21:17:18;anonymous;Generación Z;Masculino;Bogotá;;Bogotá;2024;Tecnico;Soltero (a);No;Operativo;Vigilante ;7;7;6;7;6;6;6;6;6;7;6;3;3;1;5;1;7;No;Si;Si;No;Si;Si;Si;Si;Si;Si;No;No;Muy importante;No;Si;No;No;Si;Si;Si;Si;Si;Muy urgente;No;No;No;Si;Si;Si;No;Si;Si;Poco urgente;Si;Si;Si;Si;No;No;No;Si;No;No;Si;Si;3;Si;Si;Si;No
362;5/21/24 22:15:28;5/21/24 22:25:59;anonymous;Generación Z;Masculino;Cúcuta;;;2024;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;6;7;7;7;7;7;7;7;7;7;2;2;2;7;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;No;Si
363;5/21/24 22:27:29;5/21/24 22:39:51;anonymous;Generación X;Masculino;Cúcuta;;;2017;Bachiller;Unión Libre;1;Operativo;Guarda;7;7;7;7;7;7;7;7;7;7;7;4;7;6;6;5;5;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
364;5/21/24 23:05:37;5/21/24 23:30:56;anonymous;Generación X;Masculino;Ibagué;;;2023;Bachiller;Casado (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;6;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;5;Si;Si;Si;Si
365;5/22/24 1:31:49;5/22/24 1:53:25;anonymous;Generación Z;Masculino;Ibagué;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;1;1;7;5;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco importante;Si;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
366;5/22/24 5:47:46;5/22/24 5:54:27;anonymous;Generación Y (milenials);No binario;Bogotá;;;2023;Primaria;Casado (a);2;Operativo;Guarda de seguridad ;7;6;6;7;6;7;7;7;7;7;7;6;6;6;7;6;6;No;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;No;Si
367;5/22/24 5:46:53;5/22/24 6:25:41;anonymous;Generación Y (milenials);Masculino;Ibagué;;;2023;Tecnico;Soltero (a);1;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;4;Si;Si;Si;Si
368;5/22/24 6:47:34;5/22/24 6:55:19;anonymous;Generación Z;Femenino;Ibagué;;;2022;Bachiller;Soltero (a);No;Operativo;Guarda de seguridad ;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;1;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
369;5/22/24 6:25:09;5/22/24 7:02:14;anonymous;Generación Y (milenials);Masculino;Villavicencio;;;2021;Bachiller;Unión Libre;1;Operativo;Guarda de seguridad ;7;7;6;7;7;1;7;7;7;7;1;7;1;7;7;1;7;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;No;Si;Si;Si;Si;No;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;No;Si;Poco urgente;Si;Si;Si;Si;Si;Si;No;Si;No;No;Si;Si;5;Si;Si;No;No
370;5/22/24 7:54:33;5/22/24 8:01:09;anonymous;Generación Z;Masculino;Barranquilla;Sincelejo;;2024;Bachiller;Soltero (a);No;Operativo;Guarda de Seguridad ;7;7;6;7;7;6;7;7;7;7;7;7;7;7;7;7;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;5;Si;Si;Si;Si
371;5/22/24 8:06:35;5/22/24 8:26:22;anonymous;Generación Z;Masculino;Ibagué;;;2019;Bachiller;Casado (a);No;Operativo;Guarda de seguridad ;7;7;6;7;6;1;6;6;6;6;4;6;7;5;6;5;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;No;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;No;5;Si;Si;Si;Si
372;5/22/24 9:21:35;5/22/24 9:29:52;anonymous;Generación Y (milenials);Masculino;Bogotá;;Bogotá;2023;Profesional;Soltero (a);1;Operativo;Guarda de seguridad ;7;7;7;7;7;1;7;7;7;7;5;7;7;5;7;2;7;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;No;Si;No;Si;Si;Si;No;Si;Si;Muy urgente;Si;Si;Si;Si;Si;No;No;Si;No;Si;Si;No;5;Si;Si;Si;Si
373;5/22/24 10:16:04;5/22/24 10:31:55;anonymous;Generación Z;Masculino;Bucaramanga;;;2022;Bachiller;Unión Libre;2;Operativo;GUARDA DE SEGURIDAD ;6;5;5;6;6;3;6;6;6;6;5;3;3;3;6;2;6;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Muy importante;Si;Si;Si;Si;Si;Si;Si;Si;Si;Muy urgente;Si;Si;Si;Si;Si;Si;Si;Si;Si;Poco urgente;Si;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;5;Si;Si;Si;No
